Station Code,Area Type,Year,Month,Solar Radiation,ETo,PET,Sunshine (Hours),Wind Speed (m/s),Cloud Coverage (Octs),Humidity (percent),Total Rainfall (mm),Temperature (Deg.Cel)
10120,100,1961,1,150.676,22.4,24.61866667,6.938,0.02,0.58,73.32,0,26.67
10120,100,1961,2,167.5353333,25.49266667,28.008,8.26,0.58,1.71,67.5,4,25.4
10120,100,1961,3,221.8266667,46.99266667,51.64,7.232,0.97,1.1,52.74,0,33.48
10120,100,1961,4,228.4893334,51.25,56.318,9.36,0.27,1.23,50.1,4,33.94
10120,100,1961,5,206.548,44.684,49.10666667,7.59,0.2,2.61,65.71,73,33.8
10120,100,1961,6,188.092,40.99066667,45.05333333,5.612,0.36,4.87,82.67,404,31.28
10120,100,1961,7,191.6506667,42.698,46.918,6.132,0.23,4.87,83.42,149,32.57
10120,100,1961,8,174.5326667,38.028,41.78666667,5.33,0.15,5.58,85.06,192,32.13
10120,100,1961,9,199.942,40.52333333,44.53266667,7.706,0.15,3.93,82.37,133,32.46
10120,100,1961,10,181.4306667,36.95333333,40.604,6.758,0,2.42,80.55,105,31.4
10120,100,1961,11,167.5573333,26.83866667,29.494,6.938,0,0.63,73.83,0,28.4
10120,100,1961,12,144.4606667,21.19866667,23.29733333,6.702,0,1.03,76.19,4,24.35
10120,100,1962,1,161.0453333,23.47266667,25.798,8.174,0,0.45,71,5,24.2
10120,100,1962,2,179.8333333,30.37333333,33.376,8.66,0,0.71,65.29,2,28.84
10120,100,1962,3,240.7293333,57.26866667,62.932,9.648,0.04,0.29,47,10,33.3
10120,100,1962,4,223.96,47.794,52.52133333,9.082,0.37,1.7,43.37,27,34.43
10120,100,1962,5,211.1326666,47.04,51.69533333,7.68,0.62,3.39,69.65,64,33.06
10120,100,1962,6,193.9586667,44.492,48.88733333,5.304,0.3,5.6,81.43,193,32.5
10120,100,1962,7,179.8873333,39.83466667,43.778,5.48,0.24,5.06,84.13,179,32.8
10120,100,1962,8,173.69,38.02466667,41.77933333,4.494,0.19,5.87,85.65,556,31.63
10120,100,1962,9,188.6486667,42.39933333,46.59266667,5.302,0.19,3.5,82.87,347,33.18
10120,100,1962,10,192.5113333,37.08133333,40.74733333,7.918,0,1.35,74.61,52,31.62
10120,100,1962,11,175.306,28.606,31.43866667,6.938,0,0.07,72.33,0,29.72
10120,100,1962,12,152.738,21.75,23.89866667,6.938,0,0.61,74.03,0,26.39
10120,100,1963,1,159.204,22.364,24.57866667,6.938,0,0.42,69.48,0,26.22
10120,100,1963,2,183.988,35.842,39.39066667,6.938,0,0.43,56.43,0,30.51
10120,100,1963,3,211.4133333,47.27266667,51.942,7.864,0.22,1.13,52.32,86,32.34
10120,100,1963,4,216.816,49.21066667,54.086,7.994,0.73,2.13,55.7,68,34.04
10120,100,1963,5,203.06,44.75666667,49.17733333,7.21,0.7,3.48,72.94,104,31.88
10120,100,1963,6,201.9046667,45.5,50.00133333,5.836,0.3,4.8,79.63,246,32.72
10120,100,1963,7,163.6273333,36.36266666,39.962,4.126,0.29,5.9,85.9,380,31.72
10120,100,1963,8,183.9326667,40.99866667,45.05133333,5.084,0.48,5.74,86.06,287,31.29
10120,100,1963,9,176.8046667,36.22066667,39.806,6.284,0.29,3.23,83.2,325,32.21
10120,100,1963,10,167.342,31.88333333,35.038,7.07,0.13,1.65,81.87,185,30.74
10120,100,1963,11,162.474,27.066,29.74466667,7.84,0.01,0.63,78.17,22,27.89
10120,100,1963,12,153.8433334,22.344,24.54866667,6.938,0,0.19,76.55,0,26.04
10120,100,1964,1,159.0453333,22.13533333,24.322,6.938,0,0.29,69.97,0,23.98
10120,100,1964,2,163.6786666,25.19333334,27.68533333,6.938,0,0.69,64.93,0,26.82
10120,100,1964,3,213.3453333,45.91066667,50.452,8.856,0.28,0.32,54,5,31.7
10120,100,1964,4,192.2546667,40.284,44.26733333,7.778,0.91,2.4,64.8,109,33.64
10120,100,1964,5,201.3346667,44.82866667,49.25666667,6.548,0.52,2.77,73.32,231,31.83
10120,100,1964,6,199.7566667,44.15866667,48.52866667,5.774,0.73,4.83,81.2,363,32.39
10120,100,1964,7,174.7253333,37.492,41.19266666,4.784,0.44,6.1,87.84,555,30.62
10120,100,1964,8,163.8493333,35.81533333,39.36466667,4.974,0.58,5.16,84.9,217,32.05
10120,100,1964,9,188.2186667,39.794,43.72733333,6.178,0.25,4.27,85.4,316,31.59
10120,100,1964,10,183.9866667,37.514,41.21933333,6.972,0.34,2.9,83.16,219,31.16
10120,100,1964,11,162.2126667,27.09066667,29.77466667,6.938,0.12,0.33,74.83,0,29.27
10120,100,1964,12,158.388,22.07133333,24.26533333,6.938,0.15,0.16,73.1,0,25.8
10120,100,1965,1,157.0686667,22.518,24.74133333,6.938,0.17,0,69.42,0,25.48
10120,100,1965,2,160.766,25.678,28.21866667,6.938,0.2,0.86,65.36,0,27.83
10120,100,1965,3,210.996,47.11733334,51.78066667,7.994,0.96,1.42,48.77,69,31.25
10120,100,1965,4,218.5906667,45.48,49.97866667,5.622,1.19,1.8,52.37,0,33.28
10120,100,1965,5,213.804,44.002,48.35333333,8.196,1.16,3.03,65.06,81,33.9
10120,100,1965,6,173.0953333,38.98533334,42.83533333,4.108,0.93,5.4,82.07,1054,31.86
10120,100,1965,7,176.702,38.57533333,42.39266667,4.846,0.94,5.68,85,460,30.37
10120,100,1965,8,164.4013333,36.71266667,40.348,3.75,0.81,6.16,87.48,718,29.69
10120,100,1965,9,160.5173333,35.128,38.6,4.282,0.62,4.67,85.47,334,30.75
10120,100,1965,10,166.2733333,29.78533333,32.72866667,8.158,0.16,1.74,80.52,15,30.98
10120,100,1965,11,155.0713334,29.33333333,32.23866667,7.422,0.36,1.03,75.1,3,28.86
10120,100,1965,12,153.286,21.874,24.03866667,6.938,0.15,0.9,73.29,0,25.71
10120,100,1966,1,136.0113333,21.30066667,23.40333333,6.284,0.25,1.32,74.23,19,25.03
10120,100,1966,2,181.5173333,33.72,37.056,7.696,0.36,0.54,63.43,0,29.57
10120,100,1966,3,228.3806667,52.88,58.10933333,9.188,0.76,0.55,46.39,3,33.65
10120,100,1966,4,223.96,47.794,52.52133333,8.408,1.67,0.63,40.73,20,34.05
10120,100,1966,5,218.3253333,47.252,51.92266667,8.278,1.15,2.94,57.55,194,32.64
10120,100,1966,6,193.8146667,41.612,45.72733333,6.852,1.22,5.33,80.1,57,32.66
10120,100,1966,7,171.4446667,37.48666667,41.19466667,4.638,1.26,5.87,86.61,602,31.86
10120,100,1966,8,160.5226667,35.20466667,38.68333333,3.99,0.76,6.06,89.29,264,31.61
10120,100,1966,9,175.0986667,35.446,38.952,6.214,0.49,3.6,84.43,266,31.38
10120,100,1966,10,147.7746667,27.73466666,30.478,6.192,0.55,1.55,80.84,30,29.75
10120,100,1966,11,157.0226667,25.82533333,28.378,7.596,0.29,1.73,79.3,26,28.18
10120,100,1966,12,154.3286667,22.902,25.16866667,7.952,0.37,0.74,74.9,26,25.74
10120,100,1967,1,158.0793333,22.31533333,24.52533333,6.938,0,0.39,68.1,0,25.52
10120,100,1967,2,177.894,29.062,31.936,6.938,0,0.07,61.61,0,28.21
10120,100,1967,3,201.9006667,43.68466667,48.00733333,7.622,0.65,2.32,60.97,151,28.94
10120,100,1967,4,211.046,45.756,50.28666667,7.988,1.18,0,46.9,62,33.22
10120,100,1967,5,202.38,40.782,44.81,7.698,1.05,3.13,75.81,119,31.51
10120,100,1967,6,199.5773333,44.712,49.13333333,6.128,0.88,4.23,77.83,226,33.47
10120,100,1967,7,175.0846667,39.03933333,42.904,5.128,0.79,5.03,85.26,328,31.94
10120,100,1967,8,168.5493333,35.91266667,39.462,5.21,1.08,4.94,81.29,172,32.06
10120,100,1967,9,186.5573333,40.82266667,44.866,5.232,0.75,3.6,83.47,407,31.89
10120,100,1967,10,176.4586667,35.296,38.78333333,6.914,0.28,0.84,82.39,105,30.54
10120,100,1967,11,172.9933333,27.132,29.816,6.938,0.06,0.3,74.27,0,28.35
10120,100,1967,12,141.5833333,20.602,22.64066667,6.938,0.22,0.29,77.77,0,25.7
10120,100,1968,1,126.9686666,19.418,21.34133333,5.298,0.26,1.65,78,5,23.19
10120,100,1968,2,178.426,28.94,31.80333333,6.938,0.26,0.34,60.41,0,26.14
10120,100,1968,3,240.7293333,57.26866667,62.932,9.648,1.11,0.68,47.06,10,32.14
10120,100,1968,4,218.85,52.36466667,57.54533333,8.2,0.86,1.57,49.77,40,33.92
10120,100,1968,5,214.6366667,47.88333333,52.62,7.61,1.08,3.29,63.97,154,32.53
10120,100,1968,6,184.9053333,41.69066667,45.81266667,4.84,0.92,5.8,83.53,507,31.04
10120,100,1968,7,164.3113333,36.616,40.232,3.582,0.84,6,87.23,533,30.73
10120,100,1968,8,164.4966667,34.822,38.26333333,5.672,0.55,4.68,85.42,203,31.8
10120,100,1968,9,169.4486667,36.26133333,39.84666667,6.1,0.67,4.07,83.07,108,32.05
10120,100,1968,10,191.738,39.874,43.81866667,6.902,0.46,2.13,77.42,255,29.94
10120,100,1968,11,175.292,27.12333334,29.80533333,7.12,0.14,0.4,72.83,0,28.53
10120,100,1968,12,160.9926667,23.104,25.38733333,6.938,0.14,0.45,74.45,0,24.66
10120,100,1969,1,157.1813333,23.248,25.54533333,7.694,0.32,0.45,70.68,7,23.97
10120,100,1969,2,170.864,28.25066667,31.04866667,7.062,0.54,0.46,57.25,0,27.31
10120,100,1969,3,216.5913333,43.95533333,48.29933333,8.574,0.59,1.16,56.58,52,30.87
10120,100,1969,4,210.882,49.58333333,54.49266667,7.248,0.74,1.77,65.57,123,34.69
10120,100,1969,5,211.9306667,46.61266667,51.22666667,7.088,0.66,2.19,70.77,148,34.06
10120,100,1969,6,177.006,39.804,43.73866667,4.454,0.86,5.37,84.97,362,32.03
10120,100,1969,7,182.1686667,40.49466667,44.49733333,4.706,0.87,4.94,86.55,592,32.42
10120,100,1969,8,163.8313333,36.54133334,40.15866667,4.004,0.88,5.65,86.65,373,30.95
10120,100,1969,9,184.6966667,39.72533333,43.65533333,6.048,0.82,3.83,84.13,276,31.48
10120,100,1969,10,161.1853333,29.68133333,32.622,7.848,0.1,0.87,77.52,41,30.96
10120,100,1969,11,171.5066667,28.30066667,31.09933333,8.264,0.28,0.9,75.93,56,28.17
10120,100,1969,12,156.4073334,22.42066667,24.636,6.938,0.12,0.48,76.29,0,26.09
10120,100,1970,1,140.5886667,22.022,24.20266667,6.108,0,0.61,76.06,42,23.87
10120,100,1970,2,160.3253333,24.21333334,26.61,6.82,0.44,0.39,65.79,0,26.74
10120,100,1970,3,222.0446667,46.18866667,50.75666667,6.512,0.83,1.29,51.19,1,32.11
10120,100,1970,4,222.9666667,51.42333334,56.50533333,8.368,1.08,1.73,53.47,76,33.77
10120,100,1970,5,216.0446667,49.316,54.192,8.056,0.78,2.06,64.87,74,34.17
10120,100,1970,6,176.2653333,39.98333333,43.93466667,4.492,0.76,5.7,83.17,253,31.65
10120,100,1970,7,163.6893333,37.25,40.932,3.616,0.65,6.23,86.84,586,31.44
10120,100,1970,8,168.9206667,35.41933333,38.92333333,5.872,0.74,4.65,84.52,126,32.04
10120,100,1970,9,156.4586667,34.83133333,38.28,4.14,0.9,4.83,85.6,217,31.32
10120,100,1970,10,187.39,37.32266667,41.018,7.146,0.47,2.45,80.68,48,30.64
10120,100,1970,11,157.7173333,27.31133333,30.01066667,6.938,1.03,0.63,73,0,28.5
10120,100,1970,12,162.228,22.884,25.15333333,6.938,0.3,0,72.84,0,26.16
10120,100,1971,1,162.8033333,23.77733333,26.12466667,8.318,0.21,1.03,73.58,8,24.25
10120,100,1971,2,162.5313333,27.32533333,30.03066667,7.738,0.22,0.82,64.71,11,26.74
10120,100,1971,3,208.02,43.02333333,47.28,6.938,0.64,0.74,55.42,0,31.64
10120,100,1971,4,218.7893334,45.01666667,49.47333333,8.738,1.14,2.1,57.8,44,33.6
10120,100,1971,5,215.5633333,48.466,53.25933333,7.138,0.95,3.71,72.29,162,32.69
10120,100,1971,6,197.6366667,43.746,48.06866667,5.544,0.97,5.4,81.83,339,32.36
10120,100,1971,7,165.792,37.49733333,41.206,3.848,0.89,5.97,85.32,422,31.76
10120,100,1971,8,185.4706667,40.11066667,44.074,6.102,1.02,5.74,84.29,295,30.9
10120,100,1971,9,169.7266667,33.84866667,37.19866667,6.09,0.81,3.63,84.43,94,31.62
10120,100,1971,10,177.752,36.00666667,39.56533333,6.756,0.72,2.81,80.39,302,30.46
10120,100,1971,11,142.86,23.05533333,25.33733333,6.938,0.52,0.73,75.43,0,27.84
10120,100,1971,12,138.6133333,20.668,22.71466667,6.436,0.4,0.71,75.39,1,25.71
10120,100,1972,1,156.3173333,23.28733333,25.59466667,7.602,0.33,0.87,73.58,4,25
10120,100,1972,2,148.908,23.468,25.78866667,6.938,0.36,1.21,64.62,0,24.24
10120,100,1972,3,209.176,45.244,49.72266667,8.042,0.58,0.55,55.42,4,32.7
10120,100,1972,4,218.7893334,45.01666667,49.47333333,8.738,1.14,2.1,57.8,44,33.6
10120,100,1972,5,215.5633333,48.466,53.25933333,7.138,0.95,3.71,72.29,162,32.69
10120,100,1972,6,192.6526667,43.504,47.80533333,5.434,0.97,4.53,81.83,171,34.76
10120,100,1972,7,166.708,38.08,41.846,4.244,0.85,5.48,85.32,264,33.55
10120,100,1972,8,196.1066666,43.08466667,47.34333334,6.05,0.84,4.58,84.29,371,33.6
10120,100,1972,9,183.1193333,38.456,42.256,6.014,0.55,3.6,84.43,130,33.81
10120,100,1972,10,195.7373333,39.85666667,43.79866666,7.772,0.11,1.23,80.39,52,33.5
10120,100,1972,11,178.4346667,31.766,34.908,6.938,0.05,0.47,75.43,0,31.23
10120,100,1972,12,153.946,25.00333333,27.472,6.938,0.09,0.26,75.39,0,28.38
10120,100,1973,1,155.318,22.73933333,24.99466667,7.58,0.52,1,73.58,4,24.3
10120,100,1973,2,167.51,27.86866667,30.624,8.398,0.65,1,64.71,1,27.23
10120,100,1973,3,219.0213333,47.27666667,51.95333334,8.696,0.97,1.32,55.42,5,31.77
10120,100,1973,4,218.7893334,45.01666667,49.47333333,8.738,1.14,2.1,57.8,44,33.6
10120,100,1973,5,215.5633333,48.466,53.25933333,7.138,0.95,3.71,72.29,162,32.69
10120,100,1973,6,197.6366667,43.746,48.06866667,5.544,0.97,5.4,81.83,339,32.36
10120,100,1973,7,165.792,37.49733333,41.206,3.848,0.89,5.97,85.32,422,31.76
10120,100,1973,8,183.0513333,40.21933333,44.2,5.258,0.82,5.71,84.29,336,32
10120,100,1973,9,178.094,38.302,42.09466667,5.672,0.65,4.6,84.43,302,31.81
10120,100,1973,10,171.4093333,33.09533333,36.36666667,6.962,0.43,2.39,80.39,109,31.15
10120,100,1973,11,161.1233334,27.79066667,30.54266667,7.616,0.38,1.07,75.43,3,28.86
10120,100,1973,12,138.6133333,20.668,22.71466667,6.436,0.37,0.74,75.39,1,25.74
10120,100,1974,1,155.318,22.73933333,24.99466667,7.58,0.52,1,73.58,4,24.3
10120,100,1974,2,167.51,27.86866667,30.624,8.398,0.65,1,64.71,1,27.23
10120,100,1974,3,219.0213333,47.27666667,51.95333334,8.696,0.97,1.32,55.42,5,31.77
10120,100,1974,4,218.7893334,45.01666667,49.47333333,8.738,1.14,2.1,57.8,44,33.6
10120,100,1974,5,215.5633333,48.466,53.25933333,7.138,0.95,3.71,72.29,162,32.69
10120,100,1974,6,197.6366667,43.746,48.06866667,5.544,0.97,5.4,81.83,339,32.36
10120,100,1974,7,165.792,37.49733333,41.206,3.848,0.89,5.97,85.32,422,31.76
10120,100,1974,8,183.0513333,40.21933333,44.2,5.258,0.82,5.71,84.29,336,32
10120,100,1974,9,178.094,38.302,42.09466667,5.672,0.65,4.6,84.43,302,31.81
10120,100,1974,10,171.4093333,33.09533333,36.36666667,6.962,0.43,2.39,80.39,109,31.15
10120,100,1974,11,161.1233334,27.79066667,30.54266667,7.616,0.38,1.07,75.43,3,28.86
10120,100,1974,12,138.6133333,20.668,22.71466667,6.436,0.37,0.74,75.39,1,25.74
10120,100,1975,1,155.318,22.73933333,24.99466667,7.58,0.52,1,73.58,4,24.3
10120,100,1975,2,167.51,27.86866667,30.624,8.398,0.65,1,64.71,1,27.23
10120,100,1975,3,219.0213333,47.27666667,51.95333334,8.696,0.97,1.32,55.42,5,31.77
10120,100,1975,4,218.7893334,45.01666667,49.47333333,8.738,1.14,2.1,57.8,44,33.6
10120,100,1975,5,215.5633333,48.466,53.25933333,7.138,0.95,3.71,72.29,162,32.69
10120,100,1975,6,197.6366667,43.746,48.06866667,5.544,0.97,5.4,81.83,339,32.36
10120,100,1975,7,165.792,37.49733333,41.206,3.848,0.89,5.97,85.32,422,31.76
10120,100,1975,8,183.0513333,40.21933333,44.2,5.258,0.82,5.71,84.29,336,32
10120,100,1975,9,178.094,38.302,42.09466667,5.672,0.65,4.6,84.43,302,31.81
10120,100,1975,10,171.4093333,33.09533333,36.36666667,6.962,0.43,2.39,80.39,109,31.15
10120,100,1975,11,161.1233334,27.79066667,30.54266667,7.616,0.38,1.07,75.43,3,28.86
10120,100,1975,12,138.6133333,20.668,22.71466667,6.436,0.37,0.74,75.39,1,25.74
10120,100,1976,1,155.318,22.73933333,24.99466667,7.58,0.52,1,73.58,4,24.3
10120,100,1976,2,167.51,27.86866667,30.624,8.398,0.64,1,64.62,1,27.28
10120,100,1976,3,219.0213333,47.27666667,51.95333334,8.696,0.97,1.32,55.42,5,31.77
10120,100,1976,4,218.7893334,45.01666667,49.47333333,8.738,1.14,2.1,57.8,44,33.6
10120,100,1976,5,215.5633333,48.466,53.25933333,7.138,0.95,3.71,72.29,162,32.69
10120,100,1976,6,197.6366667,43.746,48.06866667,5.544,0.97,5.4,81.83,339,32.36
10120,100,1976,7,165.792,37.49733333,41.206,3.848,0.89,5.97,85.32,422,31.76
10120,100,1976,8,183.0513333,40.21933333,44.2,5.258,0.82,5.71,84.29,336,32
10120,100,1976,9,178.094,38.302,42.09466667,5.672,0.65,4.6,84.43,302,31.81
10120,100,1976,10,171.4093333,33.09533333,36.36666667,6.962,0.43,2.39,80.39,109,31.15
10120,100,1976,11,161.1233334,27.79066667,30.54266667,7.616,0.38,1.07,75.43,3,28.86
10120,100,1976,12,138.6133333,20.668,22.71466667,6.436,0.37,0.74,75.39,1,25.74
10120,100,1977,1,155.318,22.73933333,24.99466667,7.58,0.52,1,73.58,4,24.3
10120,100,1977,2,167.51,27.86866667,30.624,8.398,0.65,1,64.71,1,27.23
10120,100,1977,3,219.0213333,47.27666667,51.95333334,8.696,0.97,1.32,55.42,5,31.77
10120,100,1977,4,218.7893334,45.01666667,49.47333333,8.738,1.14,2.1,57.8,44,33.6
10120,100,1977,5,215.5633333,48.466,53.25933333,7.138,0.95,3.71,72.29,162,32.69
10120,100,1977,6,197.6366667,43.746,48.06866667,5.544,0.97,5.4,81.83,339,32.36
10120,100,1977,7,165.792,37.49733333,41.206,3.848,0.89,5.97,85.32,422,31.76
10120,100,1977,8,183.0513333,40.21933333,44.2,5.258,0.82,5.71,84.29,336,32
10120,100,1977,9,178.094,38.302,42.09466667,5.672,0.65,4.6,84.43,302,31.81
10120,100,1977,10,171.4093333,33.09533333,36.36666667,6.962,0.43,2.39,80.39,109,31.15
10120,100,1977,11,161.1233334,27.79066667,30.54266667,7.616,0.38,1.07,75.43,3,28.86
10120,100,1977,12,138.6133333,20.668,22.71466667,6.436,0.37,0.74,75.39,1,25.74
10120,100,1978,1,155.318,22.73933333,24.99466667,7.58,0.52,1,73.58,4,24.3
10120,100,1978,2,167.51,27.86866667,30.624,8.398,0.65,1,64.71,1,27.23
10120,100,1978,3,219.0213333,47.27666667,51.95333334,8.696,0.97,1.32,55.42,5,31.77
10120,100,1978,4,218.7893334,45.01666667,49.47333333,8.738,1.14,2.1,57.8,44,33.6
10120,100,1978,5,215.5633333,48.466,53.25933333,7.138,0.95,3.71,72.29,162,32.69
10120,100,1978,6,197.6366667,43.746,48.06866667,5.544,0.97,5.4,81.83,339,32.36
10120,100,1978,7,165.792,37.49733333,41.206,3.848,0.89,5.97,85.32,422,31.76
10120,100,1978,8,183.0513333,40.21933333,44.2,5.258,0.82,5.71,84.29,336,32
10120,100,1978,9,178.094,38.302,42.09466667,5.672,0.65,4.6,84.43,302,31.81
10120,100,1978,10,171.4093333,33.09533333,36.36666667,6.962,0.43,2.39,80.39,109,31.15
10120,100,1978,11,161.1233334,27.79066667,30.54266667,7.616,0.38,1.07,75.43,3,28.86
10120,100,1978,12,138.6133333,20.668,22.71466667,6.436,0.37,0.74,75.39,1,25.74
10120,100,1979,1,155.318,22.73933333,24.99466667,7.58,0.52,1,73.58,4,24.3
10120,100,1979,2,167.51,27.86866667,30.624,8.398,0.65,1,64.71,1,27.23
10120,100,1979,3,219.0213333,47.27666667,51.95333334,8.696,0.97,1.32,55.42,5,31.77
10120,100,1979,4,218.7893334,45.01666667,49.47333333,8.738,1.14,2.1,57.8,44,33.6
10120,100,1979,5,215.5633333,48.466,53.25933333,7.138,0.95,3.71,72.29,162,32.69
10120,100,1979,6,197.6366667,43.746,48.06866667,5.544,0.97,5.4,81.83,339,32.36
10120,100,1979,7,165.792,37.49733333,41.206,3.848,0.89,5.97,85.32,422,31.76
10120,100,1979,8,183.0513333,40.21933333,44.2,5.258,0.82,5.71,84.29,336,32
10120,100,1979,9,178.094,38.302,42.09466667,5.672,0.65,4.6,84.43,302,31.81
10120,100,1979,10,171.4093333,33.09533333,36.36666667,6.962,0.43,2.39,80.39,109,31.15
10120,100,1979,11,161.1233334,27.79066667,30.54266667,7.616,0.38,1.07,75.43,3,28.86
10120,100,1979,12,138.6133333,20.668,22.71466667,6.436,0.37,0.74,75.39,1,25.74
10120,100,1980,1,153.7766667,21.636,23.77733333,7.952,0.52,1,73.58,4,23.71
10120,100,1980,2,171.57,27.90333333,30.66333333,7.924,0.64,1,64.62,1,26.86
10120,100,1980,3,203.542,43.438,47.73533333,8.802,0.97,1.32,55.42,5,30.41
10120,100,1980,4,218.7893334,45.01666667,49.47333333,8.738,1.14,2.1,57.8,44,33.31
10120,100,1980,5,215.5633333,48.466,53.25933333,7.138,0.95,3.71,72.29,162,32.41
10120,100,1980,6,199.9146667,44.22266666,48.59866667,5.682,0.97,5.4,81.83,339,32.43
10120,100,1980,7,170.82,38.14466667,41.91533333,4.138,0.89,5.97,85.32,422,31.66
10120,100,1980,8,178.7826667,39.44266667,43.34133333,4.968,0.82,5.71,84.29,336,31.96
10120,100,1980,9,168.0286666,36.96866667,40.62866667,4.576,0.65,4.6,84.43,302,31.47
10120,100,1980,10,171.4093333,33.09533333,36.36666667,6.962,0.43,2.39,80.39,109,30.88
10120,100,1980,11,161.1233334,27.79066667,30.54266667,7.616,0.38,1.07,75.43,3,28.8
10120,100,1980,12,147.6266667,21.592,23.72666667,6.918,0.37,0.74,75.39,1,24.56
10120,100,1981,1,153.6046666,25.34866667,27.856,7.45,2.79,2.87,73.58,27,24.22
10120,100,1981,2,174.1673333,31.19666667,34.27933333,8.34,2.51,1.46,64.71,47,26.93
10120,100,1981,3,204.204,45.332,49.81333333,6.834,3.54,1.74,55.42,0,31.55
10120,100,1981,4,215.3513333,49.34733333,54.218,8.096,3.18,2.03,57.8,78,33.82
10120,100,1981,5,192.0586667,44.17533333,48.54866667,5.144,2.4,4.9,72.29,595,32.44
10120,100,1981,6,195.032,44.21266667,48.59,6.056,2.57,5.27,81.83,103,32.52
10120,100,1981,7,178.876,38.604,42.426,3.986,3.01,7,85.32,715,31.93
10120,100,1981,8,167.66,38.018,41.78133333,4.376,1.54,6.97,84.29,289,32.17
10120,100,1981,9,164.4653333,35.48533333,38.99933333,4.858,0.53,5.97,84.43,214,31.83
10120,100,1981,10,166.8646667,28.99266666,31.86266667,6.938,0.3,1.06,80.39,0,31.39
10120,100,1981,11,155.7366667,26.73533333,29.38266667,7.39,0.45,1.5,75.43,5,28.99
10120,100,1981,12,153.3846667,25.29,27.78866667,7.24,0.55,1.94,75.39,44,25.73
10120,100,1982,1,174.102,26.39133333,28.99733333,6.938,0.57,0.35,65.39,0,25.59
10120,100,1982,2,179.61,32.44333333,35.65466667,8.306,0.84,1.61,55.43,2,26.4
10120,100,1982,3,206.2006667,44.02,48.37,8.358,0.96,2.29,51.42,8,30
10120,100,1982,4,205.3786667,44.25,48.62733333,7.62,1.39,3.1,61.13,111,32.69
10120,100,1982,5,222.4386667,50.65666667,55.66133333,8.394,0.97,1.9,60.26,101,36.43
10120,100,1982,6,194.018,42.97666667,47.228,5.622,0.85,6,80.67,264,31.69
10120,100,1982,7,175.014,39.50333333,43.406,4.72,0.66,6.42,84.29,260,31.72
10120,100,1982,8,177.0606667,39.67266667,43.58733333,5.064,1.35,6.29,81.97,361,31.3
10120,100,1982,9,211.7566667,45.788,50.314,7.006,0.47,4.6,80.17,164,32.16
10120,100,1982,10,193.9126667,38.95933333,42.82,7.654,0.18,1.65,73.19,42,31.14
10120,100,1982,11,159.9426667,28.86133333,31.71533333,7.858,0.18,1.8,74.03,29,27.51
10120,100,1982,12,164.9506667,22.80133333,25.056,6.938,0.21,0.84,73.23,0,24.4
10120,100,1983,1,155.7906667,22.71866667,24.96666667,7.76,0.25,1.32,70.26,11,22.97
10120,100,1983,2,183.03,33.402,36.70333333,5.558,0.45,0.86,53.96,0,26.2
10120,100,1983,3,222.958,48.312,53.092,8.584,0.93,0.9,46.52,20,31.19
10120,100,1983,4,225.7073333,53.68333333,58.99133333,9.044,1.67,2.53,51.03,9,32.44
10120,100,1983,5,202.4013333,43.426,47.71666667,6.754,0.73,4.26,74,311,31.06
10120,100,1983,6,207.732,46,50.546,6.762,0.79,4.43,75.93,157,33.74
10120,100,1983,7,177.994,40.10266667,44.06733333,4.162,0.69,6.1,83.81,700,32.02
10120,100,1983,8,200.0753333,44.37133333,48.76333333,5.81,1.1,5.19,80.65,363,32.07
10120,100,1983,9,163.8953333,36.41,40.01733333,3.986,0.85,5.57,86.43,320,30.84
10120,100,1983,10,192.808,41.048,45.108,6.656,0.76,3.55,78.52,177,30.44
10120,100,1983,11,172.54,29.54733333,32.464,6.938,0.64,0.87,66.93,0,29.05
10120,100,1983,12,164.2473333,25.672,28.21533333,8.03,0.38,1.19,72.45,32,24.14
10120,100,1984,1,143.936,23.22733333,25.522,6.698,0.45,1.71,70.65,46,22.49
10120,100,1984,2,159.928,28.192,30.97866666,7.642,1.07,2,61.52,3,25.61
10120,100,1984,3,241.4266667,54.33,59.69866667,9.22,1.08,0.58,49.32,13,32.11
10120,100,1984,4,225.0053333,47.28466667,51.95866667,9.126,1.35,2.27,51.1,28,35.35
10120,100,1984,5,186.8913333,41.94333333,46.09,4.866,1.13,5.81,81.74,311,30.22
10120,100,1984,6,188.5453333,41.39866667,45.49533333,5.612,1.34,5.53,81.6,457,30.99
10120,100,1984,7,165.5393333,37.128,40.79466667,3.96,0.86,6.52,85.13,470,30.92
10120,100,1984,8,198.1113333,44.368,48.75066667,5.958,1.16,5.58,80.58,270,32.09
10120,100,1984,9,179.662,39.15866667,43.02666667,5.212,0.75,5.4,83.57,498,30.64
10120,100,1984,10,201.9813334,39.96866667,43.92266667,7.398,0.73,3.03,75.55,65,31.17
10120,100,1984,11,192.0206667,31.59666667,34.71733333,6.938,0.63,0.43,64.7,0,28.35
10120,100,1984,12,167.322,24.96333333,27.438,8.606,0.55,0.32,71.55,4,24.78
10120,100,1985,1,172.324,24.98666667,27.454,6.938,0.79,1.68,66.39,0,24.04
10120,100,1985,2,176.86,29.31333333,32.21333333,8.81,0.96,0.82,57.93,5,26.53
10120,100,1985,3,229.2146667,53.642,58.95066666,7.232,1.57,1.61,49.55,1,33.02
